INPUT:idx	INPUT:task1_suite_id	INPUT:neutral_comment	INPUT:training_counter	OUTPUT:toxic	GOLDEN:toxic	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
18	control	кто смотрит этого наливкина от одного его вида воротит.. непонятно что несёт	1	true	false			https://platform.toloka.ai/task/41793133/00027db66d--652c70634f14b96d9b1fdfbe	00027db66d--652c699d593a5b043e0227ad	00027db66d--652c70634f14b96d9b1fdfbe	00027db66d--652c70634f14b96d9b1fdfb9	9530eb3d629ad8432482e2095e3dfa2c	APPROVED	2023-10-15T23:06:11.507	2023-10-15T23:06:46.628	2023-10-15T23:06:46.628	0.0300000000
586	1	потому что у нас такая власть и много людей , которые её поддерживает	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c70634f14b96d9b1fdfbe	00027db66d--652c6aa0ac0d3c5e4b2bdd66	00027db66d--652c70634f14b96d9b1fdfbe	00027db66d--652c70634f14b96d9b1fdfb9	9530eb3d629ad8432482e2095e3dfa2c	APPROVED	2023-10-15T23:06:11.507	2023-10-15T23:06:46.628	2023-10-15T23:06:46.628	0.0300000000
539	1	Отругать надо... Историю не читают	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c7066a8ebdc7126d1ce15	00027db66d--652c6aa0ac0d3c5e4b2bdd08	00027db66d--652c7066a8ebdc7126d1ce15	00027db66d--652c7066a8ebdc7126d1ce13	7b30f574fd54012961a82a68d648b8ef	APPROVED	2023-10-15T23:06:14.855	2023-10-15T23:06:28.767	2023-10-15T23:06:28.767	0.0320000000
586	1	потому что у нас такая власть и много людей , которые её поддерживает	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c7066a8ebdc7126d1ce15	00027db66d--652c6aa0ac0d3c5e4b2bdd66	00027db66d--652c7066a8ebdc7126d1ce15	00027db66d--652c7066a8ebdc7126d1ce13	7b30f574fd54012961a82a68d648b8ef	APPROVED	2023-10-15T23:06:14.855	2023-10-15T23:06:28.767	2023-10-15T23:06:28.767	0.0320000000
14	control	а вот этот на картинке, кого копытами топчет.мой ответ был тому, кто выставил этот пост.	1	false	false			https://platform.toloka.ai/task/41793133/00027db66d--652c7066a8ebdc7126d1ce15	00027db66d--652c699d593a5b043e0227a5	00027db66d--652c7066a8ebdc7126d1ce15	00027db66d--652c7066a8ebdc7126d1ce13	7b30f574fd54012961a82a68d648b8ef	APPROVED	2023-10-15T23:06:14.855	2023-10-15T23:06:28.767	2023-10-15T23:06:28.767	0.0320000000
645	1	Кто вообще что то знает	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c707667632923dd5dffc6	00027db66d--652c6aa1ac0d3c5e4b2bddde	00027db66d--652c707667632923dd5dffc6	00027db66d--652c707667632923dd5dffc0	7b30f574fd54012961a82a68d648b8ef	APPROVED	2023-10-15T23:06:30.176	2023-10-15T23:06:38.331	2023-10-15T23:06:38.331	0.0320000000
104	1	где такие, как хотя бы пан Марцинкевич? Эта строка перечеркнула всё выше написанное.	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c707667632923dd5dffc6	00027db66d--652c6a9bac0d3c5e4b2bd96f	00027db66d--652c707667632923dd5dffc6	00027db66d--652c707667632923dd5dffc0	7b30f574fd54012961a82a68d648b8ef	APPROVED	2023-10-15T23:06:30.176	2023-10-15T23:06:38.331	2023-10-15T23:06:38.331	0.0320000000
23	control	В окоп бы его!	1	false	false			https://platform.toloka.ai/task/41793133/00027db66d--652c707667632923dd5dffc6	00027db66d--652c699d593a5b043e0227b7	00027db66d--652c707667632923dd5dffc6	00027db66d--652c707667632923dd5dffc0	7b30f574fd54012961a82a68d648b8ef	APPROVED	2023-10-15T23:06:30.176	2023-10-15T23:06:38.331	2023-10-15T23:06:38.331	0.0320000000
144	1	осторожно мошенники,эти люди  гуляют по интернету и обманывают людей,этот товар белорусской фабрики и стоит он от 4000 руб.	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c72839404dc38e65b2cf1	00027db66d--652c6a9bac0d3c5e4b2bd9c0	00027db66d--652c72839404dc38e65b2cf1	00027db66d--652c72839404dc38e65b2cee	6c4e36ad1d4d198279c7ce277c553f3f	APPROVED	2023-10-15T23:15:15.985	2023-10-15T23:17:12.812	2023-10-15T23:17:12.812	0.0300000000
243	1	неужели вы рассчитываете, что пойдя  работать на завод или на стройку или еще куда-то, вам будут платить миллиарды в долларах	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c72839404dc38e65b2cf1	00027db66d--652c6a9cac0d3c5e4b2bda9b	00027db66d--652c72839404dc38e65b2cf1	00027db66d--652c72839404dc38e65b2cee	6c4e36ad1d4d198279c7ce277c553f3f	APPROVED	2023-10-15T23:15:15.985	2023-10-15T23:17:12.812	2023-10-15T23:17:12.812	0.0300000000
8	control	Лучше не пиши ничего. Только позоришься	1	true	true			https://platform.toloka.ai/task/41793133/00027db66d--652c72839404dc38e65b2cf1	00027db66d--652c699d593a5b043e022799	00027db66d--652c72839404dc38e65b2cf1	00027db66d--652c72839404dc38e65b2cee	6c4e36ad1d4d198279c7ce277c553f3f	APPROVED	2023-10-15T23:15:15.985	2023-10-15T23:17:12.812	2023-10-15T23:17:12.812	0.0300000000
539	1	Отругать надо... Историю не читают	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c72fa4f14b96d9b206214	00027db66d--652c6aa0ac0d3c5e4b2bdd08	00027db66d--652c72fa4f14b96d9b206214	00027db66d--652c72fa4f14b96d9b20620f	6c4e36ad1d4d198279c7ce277c553f3f	APPROVED	2023-10-15T23:17:14.555	2023-10-15T23:18:59.671	2023-10-15T23:18:59.671	0.0300000000
30	control	Смотрите украинцы, не обнаглейте!	1	false	false			https://platform.toloka.ai/task/41793133/00027db66d--652c72fa4f14b96d9b206214	00027db66d--652c699d593a5b043e0227c5	00027db66d--652c72fa4f14b96d9b206214	00027db66d--652c72fa4f14b96d9b20620f	6c4e36ad1d4d198279c7ce277c553f3f	APPROVED	2023-10-15T23:17:14.555	2023-10-15T23:18:59.671	2023-10-15T23:18:59.671	0.0300000000
34	1	Ты юрист или нет?	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c72fa4f14b96d9b206214	00027db66d--652c6a9aac0d3c5e4b2bd8d9	00027db66d--652c72fa4f14b96d9b206214	00027db66d--652c72fa4f14b96d9b20620f	6c4e36ad1d4d198279c7ce277c553f3f	APPROVED	2023-10-15T23:17:14.555	2023-10-15T23:18:59.671	2023-10-15T23:18:59.671	0.0300000000
18	control	кто смотрит этого наливкина от одного его вида воротит.. непонятно что несёт	1	true	false			https://platform.toloka.ai/task/41793133/00027db66d--652c736567632923dd5eac4b	00027db66d--652c699d593a5b043e0227ad	00027db66d--652c736567632923dd5eac4b	00027db66d--652c736567632923dd5eac44	6c4e36ad1d4d198279c7ce277c553f3f	APPROVED	2023-10-15T23:19:01.384	2023-10-15T23:21:10.256	2023-10-15T23:21:10.256	0.0300000000
518	1	Зачем вообще эта дума нужна	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c736567632923dd5eac4b	00027db66d--652c6aa0ac0d3c5e4b2bdcde	00027db66d--652c736567632923dd5eac4b	00027db66d--652c736567632923dd5eac44	6c4e36ad1d4d198279c7ce277c553f3f	APPROVED	2023-10-15T23:19:01.384	2023-10-15T23:21:10.256	2023-10-15T23:21:10.256	0.0300000000
363	1	Какой коронавирус вы чего все с ума что-ли посходили	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c736567632923dd5eac4b	00027db66d--652c6a9eac0d3c5e4b2bdba4	00027db66d--652c736567632923dd5eac4b	00027db66d--652c736567632923dd5eac44	6c4e36ad1d4d198279c7ce277c553f3f	APPROVED	2023-10-15T23:19:01.384	2023-10-15T23:21:10.256	2023-10-15T23:21:10.256	0.0300000000
35	control	тренируйся чаще!! только не скачи высоко!	1	false	false			https://platform.toloka.ai/task/41793133/00027db66d--652c73c8a8ebdc7126d27a9d	00027db66d--652c699e593a5b043e0227cf	00027db66d--652c73c8a8ebdc7126d27a9d	00027db66d--652c73c8a8ebdc7126d27a9a	5bd7272ba80e4b4753041eda3bb1bb93	APPROVED	2023-10-15T23:20:40.481	2023-10-15T23:21:08.164	2023-10-15T23:21:08.164	0.0300000000
586	1	потому что у нас такая власть и много людей , которые её поддерживает	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c73c8a8ebdc7126d27a9d	00027db66d--652c6aa0ac0d3c5e4b2bdd66	00027db66d--652c73c8a8ebdc7126d27a9d	00027db66d--652c73c8a8ebdc7126d27a9a	5bd7272ba80e4b4753041eda3bb1bb93	APPROVED	2023-10-15T23:20:40.481	2023-10-15T23:21:08.164	2023-10-15T23:21:08.164	0.0300000000
722	1	Когда Путин сказал, что Борис ельцин является для него примером-многие поняли, но только не ты	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c73c8a8ebdc7126d27a9d	00027db66d--652c6aa2ac0d3c5e4b2bde7a	00027db66d--652c73c8a8ebdc7126d27a9d	00027db66d--652c73c8a8ebdc7126d27a9a	5bd7272ba80e4b4753041eda3bb1bb93	APPROVED	2023-10-15T23:20:40.481	2023-10-15T23:21:08.164	2023-10-15T23:21:08.164	0.0300000000
425	1	Что вы хотите от него. Он всегда будет таким	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c73e567632923dd5eca3f	00027db66d--652c6a9fac0d3c5e4b2bdc22	00027db66d--652c73e567632923dd5eca3f	00027db66d--652c73e567632923dd5eca38	5bd7272ba80e4b4753041eda3bb1bb93	APPROVED	2023-10-15T23:21:09.521	2023-10-15T23:21:30.500	2023-10-15T23:21:30.500	0.0300000000
19	control	Нечего отдыхать в Турцию итп, своих курортов много, а турки в натуре плохие	1	true	false			https://platform.toloka.ai/task/41793133/00027db66d--652c73e567632923dd5eca3f	00027db66d--652c699d593a5b043e0227af	00027db66d--652c73e567632923dd5eca3f	00027db66d--652c73e567632923dd5eca38	5bd7272ba80e4b4753041eda3bb1bb93	APPROVED	2023-10-15T23:21:09.521	2023-10-15T23:21:30.500	2023-10-15T23:21:30.500	0.0300000000
382	1	я такую стройку впервые вижу.	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c73e567632923dd5eca3f	00027db66d--652c6a9eac0d3c5e4b2bdbca	00027db66d--652c73e567632923dd5eca3f	00027db66d--652c73e567632923dd5eca38	5bd7272ba80e4b4753041eda3bb1bb93	APPROVED	2023-10-15T23:21:09.521	2023-10-15T23:21:30.500	2023-10-15T23:21:30.500	0.0300000000
104	1	где такие, как хотя бы пан Марцинкевич? Эта строка перечеркнула всё выше написанное.	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c73e8a8ebdc7126d2807d	00027db66d--652c6a9bac0d3c5e4b2bd96f	00027db66d--652c73e8a8ebdc7126d2807d	00027db66d--652c73e8a8ebdc7126d2807a	6c4e36ad1d4d198279c7ce277c553f3f	APPROVED	2023-10-15T23:21:12.165	2023-10-15T23:23:07.394	2023-10-15T23:23:07.394	0.0300000000
25	control	зачем таким людям бог даёт детей, его бы самого наказать	1	false	false			https://platform.toloka.ai/task/41793133/00027db66d--652c73e8a8ebdc7126d2807d	00027db66d--652c699d593a5b043e0227bb	00027db66d--652c73e8a8ebdc7126d2807d	00027db66d--652c73e8a8ebdc7126d2807a	6c4e36ad1d4d198279c7ce277c553f3f	APPROVED	2023-10-15T23:21:12.165	2023-10-15T23:23:07.394	2023-10-15T23:23:07.394	0.0300000000
712	1	Почитаешь комментарии вроде все всё понимают нет всё равно надо испортить сломать украсть. Наказать бы их	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c73e8a8ebdc7126d2807d	00027db66d--652c6aa2ac0d3c5e4b2bde66	00027db66d--652c73e8a8ebdc7126d2807d	00027db66d--652c73e8a8ebdc7126d2807a	6c4e36ad1d4d198279c7ce277c553f3f	APPROVED	2023-10-15T23:21:12.165	2023-10-15T23:23:07.394	2023-10-15T23:23:07.394	0.0300000000
253	1	Почему он на свободе!	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c73fc4f14b96d9b2090a8	00027db66d--652c6a9cac0d3c5e4b2bdab0	00027db66d--652c73fc4f14b96d9b2090a8	00027db66d--652c73fc4f14b96d9b20909a	5bd7272ba80e4b4753041eda3bb1bb93	APPROVED	2023-10-15T23:21:32.239	2023-10-15T23:21:54.356	2023-10-15T23:21:54.356	0.0300000000
21	control	Наши боятся с такими связываться, а командировочные менты такие же, как и этот.	1	true	false			https://platform.toloka.ai/task/41793133/00027db66d--652c73fc4f14b96d9b2090a8	00027db66d--652c699d593a5b043e0227b3	00027db66d--652c73fc4f14b96d9b2090a8	00027db66d--652c73fc4f14b96d9b20909a	5bd7272ba80e4b4753041eda3bb1bb93	APPROVED	2023-10-15T23:21:32.239	2023-10-15T23:21:54.356	2023-10-15T23:21:54.356	0.0300000000
363	1	Какой коронавирус вы чего все с ума что-ли посходили	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c73fc4f14b96d9b2090a8	00027db66d--652c6a9eac0d3c5e4b2bdba4	00027db66d--652c73fc4f14b96d9b2090a8	00027db66d--652c73fc4f14b96d9b20909a	5bd7272ba80e4b4753041eda3bb1bb93	APPROVED	2023-10-15T23:21:32.239	2023-10-15T23:21:54.356	2023-10-15T23:21:54.356	0.0300000000
518	1	Зачем вообще эта дума нужна	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c73ffe013ff63cfedf0db	00027db66d--652c6aa0ac0d3c5e4b2bdcde	00027db66d--652c73ffe013ff63cfedf0db	00027db66d--652c73ffe013ff63cfedf0d9	3f98ce04a79a849dc619741275546af4	APPROVED	2023-10-15T23:21:35.430	2023-10-15T23:22:10.495	2023-10-15T23:22:10.495	0.0320000000
34	1	Ты юрист или нет?	1	false				https://platform.toloka.ai/task/41793133/00027db66d--652c73ffe013ff63cfedf0db	00027db66d--652c6a9aac0d3c5e4b2bd8d9	00027db66d--652c73ffe013ff63cfedf0db	00027db66d--652c73ffe013ff63cfedf0d9	3f98ce04a79a849dc619741275546af4	APPROVED	2023-10-15T23:21:35.430	2023-10-15T23:22:10.495	2023-10-15T23:22:10.495	0.0320000000
