INPUT:formula	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
22 + 90	112	112			https://platform.toloka.ai/task/41864367/00027eccaf--6532b5d71d79de7c06aa7b97	00027eccaf--6532af264eb520245255b997	00027eccaf--6532b5d71d79de7c06aa7b97	00027eccaf--6532b5d71d79de7c06aa7b94	c643dce42156ac5ae114adfa28624faa	APPROVED	2023-10-20T17:16:07.863	2023-10-20T17:16:34.026	2023-10-20T17:16:34.026	0.0290000000
94 + 23	117				https://platform.toloka.ai/task/41864367/00027eccaf--6532b5d71d79de7c06aa7b97	00027eccaf--6532b18902a2ad7a848d2d54	00027eccaf--6532b5d71d79de7c06aa7b97	00027eccaf--6532b5d71d79de7c06aa7b94	c643dce42156ac5ae114adfa28624faa	APPROVED	2023-10-20T17:16:07.863	2023-10-20T17:16:34.026	2023-10-20T17:16:34.026	0.0290000000
58 + 69	127				https://platform.toloka.ai/task/41864367/00027eccaf--6532b5e25db5dd69c6fb2d0d	00027eccaf--6532b18702a2ad7a848d2bd5	00027eccaf--6532b5e25db5dd69c6fb2d0d	00027eccaf--6532b5e25db5dd69c6fb2d09	0fa81c631c7ddf6866d0e74b445def47	APPROVED	2023-10-20T17:16:18.999	2023-10-20T17:16:45.700	2023-10-20T17:16:45.700	0.0290000000
8451 + 6954	15405	15405			https://platform.toloka.ai/task/41864367/00027eccaf--6532b5e25db5dd69c6fb2d0d	00027eccaf--6532af264eb520245255b99b	00027eccaf--6532b5e25db5dd69c6fb2d0d	00027eccaf--6532b5e25db5dd69c6fb2d09	0fa81c631c7ddf6866d0e74b445def47	APPROVED	2023-10-20T17:16:18.999	2023-10-20T17:16:45.700	2023-10-20T17:16:45.700	0.0290000000
58 + 726	784				https://platform.toloka.ai/task/41864367/00027eccaf--6532b5e25db5dd69c6fb2d0d	00027eccaf--6532b18702a2ad7a848d2c15	00027eccaf--6532b5e25db5dd69c6fb2d0d	00027eccaf--6532b5e25db5dd69c6fb2d09	0fa81c631c7ddf6866d0e74b445def47	APPROVED	2023-10-20T17:16:18.999	2023-10-20T17:16:45.700	2023-10-20T17:16:45.700	0.0290000000
58 + 69	127				https://platform.toloka.ai/task/41864367/00027eccaf--6532b5e35db5dd69c6fb2d22	00027eccaf--6532b18702a2ad7a848d2bd5	00027eccaf--6532b5e35db5dd69c6fb2d22	00027eccaf--6532b5e35db5dd69c6fb2d20	3c4b19f437d31f21e651b1ba2b886958	APPROVED	2023-10-20T17:16:19.401	2023-10-20T17:17:10.223	2023-10-20T17:17:10.223	0.0290000000
7293 + 7529	14823	14822			https://platform.toloka.ai/task/41864367/00027eccaf--6532b5e35db5dd69c6fb2d22	00027eccaf--6532af264eb520245255b9b3	00027eccaf--6532b5e35db5dd69c6fb2d22	00027eccaf--6532b5e35db5dd69c6fb2d20	3c4b19f437d31f21e651b1ba2b886958	APPROVED	2023-10-20T17:16:19.401	2023-10-20T17:17:10.223	2023-10-20T17:17:10.223	0.0290000000
497 + 826	1323				https://platform.toloka.ai/task/41864367/00027eccaf--6532b5e35db5dd69c6fb2d22	00027eccaf--6532b18702a2ad7a848d2c51	00027eccaf--6532b5e35db5dd69c6fb2d22	00027eccaf--6532b5e35db5dd69c6fb2d20	3c4b19f437d31f21e651b1ba2b886958	APPROVED	2023-10-20T17:16:19.401	2023-10-20T17:17:10.223	2023-10-20T17:17:10.223	0.0290000000
192 + 942	1134	1134			https://platform.toloka.ai/task/41864367/00027eccaf--6532b5e71d79de7c06aa7e54	00027eccaf--6532af264eb520245255b99f	00027eccaf--6532b5e71d79de7c06aa7e54	00027eccaf--6532b5e71d79de7c06aa7e51	4ff3bb526bef2dfc09d25d66edcdc772	APPROVED	2023-10-20T17:16:23.052	2023-10-20T17:16:56.680	2023-10-20T17:16:56.680	0.0290000000
1742 + 1925	3667				https://platform.toloka.ai/task/41864367/00027eccaf--6532b5e71d79de7c06aa7e54	00027eccaf--6532b18702a2ad7a848d2c3e	00027eccaf--6532b5e71d79de7c06aa7e54	00027eccaf--6532b5e71d79de7c06aa7e51	4ff3bb526bef2dfc09d25d66edcdc772	APPROVED	2023-10-20T17:16:23.052	2023-10-20T17:16:56.680	2023-10-20T17:16:56.680	0.0290000000
4799 + 686	5485				https://platform.toloka.ai/task/41864367/00027eccaf--6532b5e71d79de7c06aa7e54	00027eccaf--6532b18902a2ad7a848d2d06	00027eccaf--6532b5e71d79de7c06aa7e54	00027eccaf--6532b5e71d79de7c06aa7e51	4ff3bb526bef2dfc09d25d66edcdc772	APPROVED	2023-10-20T17:16:23.052	2023-10-20T17:16:56.680	2023-10-20T17:16:56.680	0.0290000000
58 + 726	784				https://platform.toloka.ai/task/41864367/00027eccaf--6532b5f36a1218269c9e07b2	00027eccaf--6532b18702a2ad7a848d2c15	00027eccaf--6532b5f36a1218269c9e07b2	00027eccaf--6532b5f36a1218269c9e07b0	c643dce42156ac5ae114adfa28624faa	APPROVED	2023-10-20T17:16:35.567	2023-10-20T17:17:03.899	2023-10-20T17:17:03.899	0.0290000000
1742 + 1925	3667				https://platform.toloka.ai/task/41864367/00027eccaf--6532b5f36a1218269c9e07b2	00027eccaf--6532b18702a2ad7a848d2c3e	00027eccaf--6532b5f36a1218269c9e07b2	00027eccaf--6532b5f36a1218269c9e07b0	c643dce42156ac5ae114adfa28624faa	APPROVED	2023-10-20T17:16:35.567	2023-10-20T17:17:03.899	2023-10-20T17:17:03.899	0.0290000000
10 + 991	1001	1001			https://platform.toloka.ai/task/41864367/00027eccaf--6532b5f36a1218269c9e07b2	00027eccaf--6532af264eb520245255b9a1	00027eccaf--6532b5f36a1218269c9e07b2	00027eccaf--6532b5f36a1218269c9e07b0	c643dce42156ac5ae114adfa28624faa	APPROVED	2023-10-20T17:16:35.567	2023-10-20T17:17:03.899	2023-10-20T17:17:03.899	0.0290000000
370 + 174	544				https://platform.toloka.ai/task/41864367/00027eccaf--6532b5ff1a56d0600c650dba	00027eccaf--6532b18902a2ad7a848d2d6d	00027eccaf--6532b5ff1a56d0600c650dba	00027eccaf--6532b5ff1a56d0600c650db2	0fa81c631c7ddf6866d0e74b445def47	APPROVED	2023-10-20T17:16:47.188	2023-10-20T17:17:13.011	2023-10-20T17:17:13.011	0.0290000000
444 + 1	445	445			https://platform.toloka.ai/task/41864367/00027eccaf--6532b5ff1a56d0600c650dba	00027eccaf--6532af264eb520245255b98d	00027eccaf--6532b5ff1a56d0600c650dba	00027eccaf--6532b5ff1a56d0600c650db2	0fa81c631c7ddf6866d0e74b445def47	APPROVED	2023-10-20T17:16:47.188	2023-10-20T17:17:13.011	2023-10-20T17:17:13.011	0.0290000000
5343 + 9882	15225				https://platform.toloka.ai/task/41864367/00027eccaf--6532b5ff1a56d0600c650dba	00027eccaf--6532b18902a2ad7a848d2d73	00027eccaf--6532b5ff1a56d0600c650dba	00027eccaf--6532b5ff1a56d0600c650db2	0fa81c631c7ddf6866d0e74b445def47	APPROVED	2023-10-20T17:16:47.188	2023-10-20T17:17:13.011	2023-10-20T17:17:13.011	0.0290000000
58 + 69	127				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6006a1218269c9e095e	00027eccaf--6532b18702a2ad7a848d2bd5	00027eccaf--6532b6006a1218269c9e095e	00027eccaf--6532b6006a1218269c9e095c	b6f9f76f184fbd8a5e4ab8f09b33540c	APPROVED	2023-10-20T17:16:48.678	2023-10-20T17:17:19.578	2023-10-20T17:17:19.578	0.0290000000
2808 + 6801	9609	9609			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6006a1218269c9e095e	00027eccaf--6532af264eb520245255b9af	00027eccaf--6532b6006a1218269c9e095e	00027eccaf--6532b6006a1218269c9e095c	b6f9f76f184fbd8a5e4ab8f09b33540c	APPROVED	2023-10-20T17:16:48.678	2023-10-20T17:17:19.578	2023-10-20T17:17:19.578	0.0290000000
4799 + 686	5485				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6006a1218269c9e095e	00027eccaf--6532b18902a2ad7a848d2d06	00027eccaf--6532b6006a1218269c9e095e	00027eccaf--6532b6006a1218269c9e095c	b6f9f76f184fbd8a5e4ab8f09b33540c	APPROVED	2023-10-20T17:16:48.678	2023-10-20T17:17:19.578	2023-10-20T17:17:19.578	0.0290000000
94 + 23	117				https://platform.toloka.ai/task/41864367/00027eccaf--6532b600f73f93325b44e9a8	00027eccaf--6532b18902a2ad7a848d2d54	00027eccaf--6532b600f73f93325b44e9a8	00027eccaf--6532b600f73f93325b44e9a6	b23e58a50b7ff12474d84261618c7587	APPROVED	2023-10-20T17:16:48.335	2023-10-20T17:17:05.327	2023-10-20T17:17:05.327	0.0290000000
113 + 39	152				https://platform.toloka.ai/task/41864367/00027eccaf--6532b600f73f93325b44e9a8	00027eccaf--6532b18702a2ad7a848d2bf3	00027eccaf--6532b600f73f93325b44e9a8	00027eccaf--6532b600f73f93325b44e9a6	b23e58a50b7ff12474d84261618c7587	APPROVED	2023-10-20T17:16:48.335	2023-10-20T17:17:05.327	2023-10-20T17:17:05.327	0.0290000000
8 + 3	11	11			https://platform.toloka.ai/task/41864367/00027eccaf--6532b600f73f93325b44e9a8	00027eccaf--6532af264eb520245255b9ab	00027eccaf--6532b600f73f93325b44e9a8	00027eccaf--6532b600f73f93325b44e9a6	b23e58a50b7ff12474d84261618c7587	APPROVED	2023-10-20T17:16:48.335	2023-10-20T17:17:05.327	2023-10-20T17:17:05.327	0.0290000000
10 + 991	1001	1001			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6065db5dd69c6fb328d	00027eccaf--6532af264eb520245255b9a1	00027eccaf--6532b6065db5dd69c6fb328d	00027eccaf--6532b6065db5dd69c6fb3289	4d2a58921e426744ccfc554c572a2243	APPROVED	2023-10-20T17:16:54.666	2023-10-20T17:17:36.872	2023-10-20T17:17:36.872	0.0290000000
94 + 23	117				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6065db5dd69c6fb328d	00027eccaf--6532b18902a2ad7a848d2d54	00027eccaf--6532b6065db5dd69c6fb328d	00027eccaf--6532b6065db5dd69c6fb3289	4d2a58921e426744ccfc554c572a2243	APPROVED	2023-10-20T17:16:54.666	2023-10-20T17:17:36.872	2023-10-20T17:17:36.872	0.0290000000
956 + 16	972				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6065db5dd69c6fb328d	00027eccaf--6532b18902a2ad7a848d2d7a	00027eccaf--6532b6065db5dd69c6fb328d	00027eccaf--6532b6065db5dd69c6fb3289	4d2a58921e426744ccfc554c572a2243	APPROVED	2023-10-20T17:16:54.666	2023-10-20T17:17:36.872	2023-10-20T17:17:36.872	0.0290000000
94 + 23	117				https://platform.toloka.ai/task/41864367/00027eccaf--6532b60751f0de5a111a4ccc	00027eccaf--6532b18902a2ad7a848d2d54	00027eccaf--6532b60751f0de5a111a4ccc	00027eccaf--6532b60751f0de5a111a4cca	7ffba062092ae3e56aafb1fb84d378df	APPROVED	2023-10-20T17:16:55.340	2023-10-20T17:17:23.048	2023-10-20T17:17:23.048	0.0290000000
8 + 3	11	11			https://platform.toloka.ai/task/41864367/00027eccaf--6532b60751f0de5a111a4ccc	00027eccaf--6532af264eb520245255b9ab	00027eccaf--6532b60751f0de5a111a4ccc	00027eccaf--6532b60751f0de5a111a4cca	7ffba062092ae3e56aafb1fb84d378df	APPROVED	2023-10-20T17:16:55.340	2023-10-20T17:17:23.048	2023-10-20T17:17:23.048	0.0290000000
956 + 16	972				https://platform.toloka.ai/task/41864367/00027eccaf--6532b60751f0de5a111a4ccc	00027eccaf--6532b18902a2ad7a848d2d7a	00027eccaf--6532b60751f0de5a111a4ccc	00027eccaf--6532b60751f0de5a111a4cca	7ffba062092ae3e56aafb1fb84d378df	APPROVED	2023-10-20T17:16:55.340	2023-10-20T17:17:23.048	2023-10-20T17:17:23.048	0.0290000000
58 + 726	784				https://platform.toloka.ai/task/41864367/00027eccaf--6532b60a1a56d0600c651066	00027eccaf--6532b18702a2ad7a848d2c15	00027eccaf--6532b60a1a56d0600c651066	00027eccaf--6532b60a1a56d0600c651064	4ff3bb526bef2dfc09d25d66edcdc772	APPROVED	2023-10-20T17:16:58.229	2023-10-20T17:17:19.033	2023-10-20T17:17:19.033	0.0290000000
153 + 389	542	542			https://platform.toloka.ai/task/41864367/00027eccaf--6532b60a1a56d0600c651066	00027eccaf--6532af264eb520245255b993	00027eccaf--6532b60a1a56d0600c651066	00027eccaf--6532b60a1a56d0600c651064	4ff3bb526bef2dfc09d25d66edcdc772	APPROVED	2023-10-20T17:16:58.229	2023-10-20T17:17:19.033	2023-10-20T17:17:19.033	0.0290000000
956 + 16	972				https://platform.toloka.ai/task/41864367/00027eccaf--6532b60a1a56d0600c651066	00027eccaf--6532b18902a2ad7a848d2d7a	00027eccaf--6532b60a1a56d0600c651066	00027eccaf--6532b60a1a56d0600c651064	4ff3bb526bef2dfc09d25d66edcdc772	APPROVED	2023-10-20T17:16:58.229	2023-10-20T17:17:19.033	2023-10-20T17:17:19.033	0.0290000000
7 + 8	15	15			https://platform.toloka.ai/task/41864367/00027eccaf--6532b611c429261405447abe	00027eccaf--6532af264eb520245255b98b	00027eccaf--6532b611c429261405447abe	00027eccaf--6532b611c429261405447ab6	c643dce42156ac5ae114adfa28624faa	APPROVED	2023-10-20T17:17:05.565	2023-10-20T17:17:35.942	2023-10-20T17:17:35.942	0.0290000000
113 + 39	152				https://platform.toloka.ai/task/41864367/00027eccaf--6532b611c429261405447abe	00027eccaf--6532b18702a2ad7a848d2bf3	00027eccaf--6532b611c429261405447abe	00027eccaf--6532b611c429261405447ab6	c643dce42156ac5ae114adfa28624faa	APPROVED	2023-10-20T17:17:05.565	2023-10-20T17:17:35.942	2023-10-20T17:17:35.942	0.0290000000
8920 + 2043	10963				https://platform.toloka.ai/task/41864367/00027eccaf--6532b611c429261405447abe	00027eccaf--6532b18902a2ad7a848d2d04	00027eccaf--6532b611c429261405447abe	00027eccaf--6532b611c429261405447ab6	c643dce42156ac5ae114adfa28624faa	APPROVED	2023-10-20T17:17:05.565	2023-10-20T17:17:35.942	2023-10-20T17:17:35.942	0.0290000000
4799 + 686	5485				https://platform.toloka.ai/task/41864367/00027eccaf--6532b612c429261405447af5	00027eccaf--6532b18902a2ad7a848d2d06	00027eccaf--6532b612c429261405447af5	00027eccaf--6532b612c429261405447aed	b23e58a50b7ff12474d84261618c7587	APPROVED	2023-10-20T17:17:06.752	2023-10-20T17:17:29.281	2023-10-20T17:17:29.281	0.0290000000
35 + 97	132	132			https://platform.toloka.ai/task/41864367/00027eccaf--6532b612c429261405447af5	00027eccaf--6532af264eb520245255b99d	00027eccaf--6532b612c429261405447af5	00027eccaf--6532b612c429261405447aed	b23e58a50b7ff12474d84261618c7587	APPROVED	2023-10-20T17:17:06.752	2023-10-20T17:17:29.281	2023-10-20T17:17:29.281	0.0290000000
58 + 69	127				https://platform.toloka.ai/task/41864367/00027eccaf--6532b612c429261405447af5	00027eccaf--6532b18702a2ad7a848d2bd5	00027eccaf--6532b612c429261405447af5	00027eccaf--6532b612c429261405447aed	b23e58a50b7ff12474d84261618c7587	APPROVED	2023-10-20T17:17:06.752	2023-10-20T17:17:29.281	2023-10-20T17:17:29.281	0.0290000000
260 + 813	1073	1073			https://platform.toloka.ai/task/41864367/00027eccaf--6532b61ab934dc383cd7a215	00027eccaf--6532af264eb520245255b98f	00027eccaf--6532b61ab934dc383cd7a215	00027eccaf--6532b61ab934dc383cd7a211	0fa81c631c7ddf6866d0e74b445def47	APPROVED	2023-10-20T17:17:14.743	2023-10-20T17:17:52.349	2023-10-20T17:17:52.349	0.0290000000
8920 + 2043	10963				https://platform.toloka.ai/task/41864367/00027eccaf--6532b61ab934dc383cd7a215	00027eccaf--6532b18902a2ad7a848d2d04	00027eccaf--6532b61ab934dc383cd7a215	00027eccaf--6532b61ab934dc383cd7a211	0fa81c631c7ddf6866d0e74b445def47	APPROVED	2023-10-20T17:17:14.743	2023-10-20T17:17:52.349	2023-10-20T17:17:52.349	0.0290000000
4799 + 686	5485				https://platform.toloka.ai/task/41864367/00027eccaf--6532b61ab934dc383cd7a215	00027eccaf--6532b18902a2ad7a848d2d06	00027eccaf--6532b61ab934dc383cd7a215	00027eccaf--6532b61ab934dc383cd7a211	0fa81c631c7ddf6866d0e74b445def47	APPROVED	2023-10-20T17:17:14.743	2023-10-20T17:17:52.349	2023-10-20T17:17:52.349	0.0290000000
8920 + 2043	10963				https://platform.toloka.ai/task/41864367/00027eccaf--6532b61c6a1218269c9e0e11	00027eccaf--6532b18902a2ad7a848d2d04	00027eccaf--6532b61c6a1218269c9e0e11	00027eccaf--6532b61c6a1218269c9e0e04	1cb9c517a77b9e88f58fb05f44af135c	APPROVED	2023-10-20T17:17:16.853	2023-10-20T17:17:54.501	2023-10-20T17:17:54.501	0.0290000000
94 + 23	117				https://platform.toloka.ai/task/41864367/00027eccaf--6532b61c6a1218269c9e0e11	00027eccaf--6532b18902a2ad7a848d2d54	00027eccaf--6532b61c6a1218269c9e0e11	00027eccaf--6532b61c6a1218269c9e0e04	1cb9c517a77b9e88f58fb05f44af135c	APPROVED	2023-10-20T17:17:16.853	2023-10-20T17:17:54.501	2023-10-20T17:17:54.501	0.0290000000
6569 + 6152	12721	12721			https://platform.toloka.ai/task/41864367/00027eccaf--6532b61c6a1218269c9e0e11	00027eccaf--6532af264eb520245255b987	00027eccaf--6532b61c6a1218269c9e0e11	00027eccaf--6532b61c6a1218269c9e0e04	1cb9c517a77b9e88f58fb05f44af135c	APPROVED	2023-10-20T17:17:16.853	2023-10-20T17:17:54.501	2023-10-20T17:17:54.501	0.0290000000
634 + 987	1621				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6201d79de7c06aa87d5	00027eccaf--6532b18702a2ad7a848d2c34	00027eccaf--6532b6201d79de7c06aa87d5	00027eccaf--6532b6201d79de7c06aa87d3	4ff3bb526bef2dfc09d25d66edcdc772	APPROVED	2023-10-20T17:17:20.512	2023-10-20T17:17:48.900	2023-10-20T17:17:48.900	0.0290000000
4348 + 8977	13325	13325			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6201d79de7c06aa87d5	00027eccaf--6532af264eb520245255b991	00027eccaf--6532b6201d79de7c06aa87d5	00027eccaf--6532b6201d79de7c06aa87d3	4ff3bb526bef2dfc09d25d66edcdc772	APPROVED	2023-10-20T17:17:20.512	2023-10-20T17:17:48.900	2023-10-20T17:17:48.900	0.0290000000
249 + 390	639				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6201d79de7c06aa87d5	00027eccaf--6532b18702a2ad7a848d2bed	00027eccaf--6532b6201d79de7c06aa87d5	00027eccaf--6532b6201d79de7c06aa87d3	4ff3bb526bef2dfc09d25d66edcdc772	APPROVED	2023-10-20T17:17:20.512	2023-10-20T17:17:48.900	2023-10-20T17:17:48.900	0.0290000000
4798 + 22420	27218				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6216a1218269c9e0ede	00027eccaf--6532b18902a2ad7a848d2d5b	00027eccaf--6532b6216a1218269c9e0ede	00027eccaf--6532b6216a1218269c9e0eda	b6f9f76f184fbd8a5e4ab8f09b33540c	APPROVED	2023-10-20T17:17:21.300	2023-10-20T17:17:49.364	2023-10-20T17:17:49.364	0.0290000000
634 + 987	1621				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6216a1218269c9e0ede	00027eccaf--6532b18702a2ad7a848d2c34	00027eccaf--6532b6216a1218269c9e0ede	00027eccaf--6532b6216a1218269c9e0eda	b6f9f76f184fbd8a5e4ab8f09b33540c	APPROVED	2023-10-20T17:17:21.300	2023-10-20T17:17:49.364	2023-10-20T17:17:49.364	0.0290000000
67 + 1	68	68			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6216a1218269c9e0ede	00027eccaf--6532af254eb520245255b97f	00027eccaf--6532b6216a1218269c9e0ede	00027eccaf--6532b6216a1218269c9e0eda	b6f9f76f184fbd8a5e4ab8f09b33540c	APPROVED	2023-10-20T17:17:21.300	2023-10-20T17:17:49.364	2023-10-20T17:17:49.364	0.0290000000
58 + 726	784				https://platform.toloka.ai/task/41864367/00027eccaf--6532b624b934dc383cd7a3a4	00027eccaf--6532b18702a2ad7a848d2c15	00027eccaf--6532b624b934dc383cd7a3a4	00027eccaf--6532b624b934dc383cd7a3a2	7ffba062092ae3e56aafb1fb84d378df	APPROVED	2023-10-20T17:17:24.830	2023-10-20T17:18:22.240	2023-10-20T17:18:22.240	0.0290000000
5343 + 9882	15325				https://platform.toloka.ai/task/41864367/00027eccaf--6532b624b934dc383cd7a3a4	00027eccaf--6532b18902a2ad7a848d2d73	00027eccaf--6532b624b934dc383cd7a3a4	00027eccaf--6532b624b934dc383cd7a3a2	7ffba062092ae3e56aafb1fb84d378df	APPROVED	2023-10-20T17:17:24.830	2023-10-20T17:18:22.240	2023-10-20T17:18:22.240	0.0290000000
231 + 531	762	762			https://platform.toloka.ai/task/41864367/00027eccaf--6532b624b934dc383cd7a3a4	00027eccaf--6532af254eb520245255b985	00027eccaf--6532b624b934dc383cd7a3a4	00027eccaf--6532b624b934dc383cd7a3a2	7ffba062092ae3e56aafb1fb84d378df	APPROVED	2023-10-20T17:17:24.830	2023-10-20T17:18:22.240	2023-10-20T17:18:22.240	0.0290000000
6035 + 9325	15360	15360			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6261a56d0600c6514d0	00027eccaf--6532af264eb520245255b989	00027eccaf--6532b6261a56d0600c6514d0	00027eccaf--6532b6261a56d0600c6514c9	007230d9384bade0fa9dca06f738e9f3	APPROVED	2023-10-20T17:17:26.197	2023-10-20T17:18:08.973	2023-10-20T17:18:08.973	0.0290000000
8920 + 2043	10963				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6261a56d0600c6514d0	00027eccaf--6532b18902a2ad7a848d2d04	00027eccaf--6532b6261a56d0600c6514d0	00027eccaf--6532b6261a56d0600c6514c9	007230d9384bade0fa9dca06f738e9f3	APPROVED	2023-10-20T17:17:26.197	2023-10-20T17:18:08.973	2023-10-20T17:18:08.973	0.0290000000
58 + 69	127				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6261a56d0600c6514d0	00027eccaf--6532b18702a2ad7a848d2bd5	00027eccaf--6532b6261a56d0600c6514d0	00027eccaf--6532b6261a56d0600c6514c9	007230d9384bade0fa9dca06f738e9f3	APPROVED	2023-10-20T17:17:26.197	2023-10-20T17:18:08.973	2023-10-20T17:18:08.973	0.0290000000
8451 + 6954	15405	15405			https://platform.toloka.ai/task/41864367/00027eccaf--6532b63154bf7162d388fd06	00027eccaf--6532af264eb520245255b99b	00027eccaf--6532b63154bf7162d388fd06	00027eccaf--6532b63154bf7162d388fd04	c643dce42156ac5ae114adfa28624faa	APPROVED	2023-10-20T17:17:37.546	2023-10-20T17:18:03.394	2023-10-20T17:18:03.394	0.0290000000
